Cars,Trucks,Motorcycles,Buses,Car_Weight(kg),Truck_Weight(kg),Motorcycle_Weight(kg),Bus_Weight(kg),Avg_Speed(m/s),Avg_Weight(kg),Incident_Count,Surface Roughness (m/km),Road Age (years),temperature(°C)_x,rainfall(mm)_x,humidity(%)_x,wind_speed(m/s)_x,average_temperature(°C)_x,weather_condition_x,Wear_Index
1135,194,266,33,1615,10617,297,2492,7.263437504421379,2177.7339560540604,0,3.409975300584589,24,13.423857198761326,19.996452008189117,99.000302844779,12.170103018157375,31.03923922568057,Stormy,682.2717666648159
1847,27,438,13,1079,11751,452,7358,20.538034335084426,1417.60469673915,3,5.793926469269181,10,22.18027518921179,14.239709580501966,88.52146311351464,13.873194733558517,27.27971451797376,Clear skies,1021.9190290035076
922,97,459,11,4694,8634,311,4396,16.99169537895947,2054.8843769146783,1,4.841465657268203,49,38.677665560156605,5.119648820858245,87.85470633891008,14.578178035224257,16.314186206144715,Clear skies,589.685126514086
1660,271,302,2,3445,12994,178,3508,5.17237147349408,1767.2573226880718,6,2.786258631583181,2,32.64371030559786,6.167205181620319,49.79368392989662,6.182017943824764,30.45810920951183,Pleasant,972.113662206124
181,211,407,35,3535,7339,336,4571,18.42697185882596,2881.9157613255675,3,4.635480001638698,26,25.37505355028852,1.598328167990637,86.59007164655053,2.749142067822806,21.824332405004803,Pleasant,237.7858853323112
695,258,72,9,4549,9163,360,8233,24.12741264166917,2453.5414914515504,1,3.1424031876621137,4,31.458520013356463,16.99559976635977,88.11633126400918,24.89581833733949,16.259555583134315,Clear skies,443.96951081647336
1062,156,463,49,3625,8797,134,4694,19.00836229785641,2212.271515795037,9,3.54436924687728,21,36.51118228694258,11.689736778842388,58.23764711605898,15.606639664229776,21.237848004783125,Clear skies,675.5087008799773
1491,252,419,31,1504,8468,134,6771,5.636140556465296,1520.4328828973844,4,5.663375274478633,48,27.793639882765444,12.7246890890191,64.58484380433286,4.052527453859782,28.375852051947717,Rainy,909.3034621652212
542,266,476,29,4888,11906,364,5332,17.575184760677747,1185.2187894395036,0,4.104516906443722,32,23.98901184829949,12.56972367621046,84.40318078885626,19.53152454649633,24.52630668148932,Pleasant,451.1478266599283
1128,139,430,21,2733,13695,371,2865,24.491342271891384,1422.8322002238451,7,5.895165184370328,13,35.022293178659794,13.466127138184698,72.12645883581757,11.901621109314798,29.6464367750988,Pleasant,693.6756458635908
1186,299,417,12,1936,5122,329,4142,8.874313409121319,1354.9261821765544,2,3.492579009365323,39,26.62993848658277,12.603968731362784,69.95958089432985,22.19517761502268,33.572378774863395,Clear skies,766.3190876595263
411,192,360,37,1999,8080,157,8840,12.849172945001085,1869.8055271071084,9,5.364344666436894,7,11.833755676363948,16.678678240692285,43.94374486160338,8.922375729887262,31.51094545279299,Clear skies,336.3018627561364
1300,231,218,9,3904,14342,114,3074,16.4195304134415,2304.322583465229,6,3.04220264406411,24,34.57940594690524,16.308957760523242,46.53403138692624,7.798977285251975,21.35908491650381,Clear skies,770.1189049564265
772,201,52,29,1629,9638,313,4582,7.975643731454996,2388.505974923387,0,3.864393766522972,25,17.535988837028775,4.330268316969301,73.74973829848106,15.722754596774587,19.18990844825868,Pleasant,457.3048565872055
1056,166,166,34,3035,11566,387,6889,7.947004576423895,2990.2843073653403,8,3.698750267080103,27,36.26711712701303,17.92951510482212,88.66094443192553,15.691001587937327,26.857376830004974,Rainy,617.6652193292218
1335,84,208,29,1576,10565,304,5754,21.37434373447844,1188.0994550872276,7,3.725548933431159,47,25.152327089735827,17.83543470215576,86.2074760963607,8.817341803437468,26.321598480686067,Pleasant,740.1107949584818
276,210,178,12,2539,11162,160,7548,11.990525946502093,2972.1699521823466,9,5.279617341580353,32,19.551372481133196,2.377046972307681,45.25203872566283,25.56243253495754,17.87816498585433,Clear skies,238.14633071164795
521,20,459,13,3519,11636,220,8319,19.692606763835546,1534.0494466519508,9,4.883659672482594,23,38.463109797248535,15.038322298104482,53.412040197589405,25.50077726332156,21.94686061090409,Rainy,361.9356924083894
1452,296,494,19,2782,12530,172,3294,15.867349283468426,2967.245499884266,3,3.543858641140893,11,10.798287713138972,13.157251122046157,79.30809323503854,2.521224393675769,22.31890382336629,Rainy,922.2735261109498
1678,272,462,11,2564,9519,220,2483,10.747995017933656,1063.5575107009877,7,4.263937900053998,30,39.09298998987915,6.106474495027623,87.67139468668186,22.34122315502346,34.89645173482549,Stormy,1019.523150616203
1750,208,373,1,1004,11781,114,5257,7.6848687766809665,1086.9683222691965,8,2.626946683183018,36,37.2886455045666,16.006599635376524,90.40683944820124,8.955351187044675,34.42999191706129,Stormy,1016.9396631528932
739,77,104,23,2003,13960,249,7824,9.233078592991795,2842.027400229792,7,5.847165707431037,34,37.27626794277462,0.5772161865236125,56.91282759888956,15.809943938317028,15.614603009298488,Rainy,416.66912115309873
1359,80,90,20,1039,5553,231,5196,7.736094721977624,2031.1907117131975,9,2.5696517832553702,46,35.99654227934569,15.153537892993052,62.353297408716514,18.61506675780555,34.923157074708605,Rainy,729.8835900101294
601,123,300,14,1419,8723,233,4244,14.147686408384503,1952.6840001759592,6,5.670813100422196,4,27.889624289544656,15.032603286133076,48.21780243550246,24.93060594009807,34.43802284140095,Pleasant,405.952975215041
281,179,172,25,2778,5184,425,9004,22.12374055524522,2043.3880320007684,1,5.395319893995712,12,18.164741562142883,19.721194312225983,54.71590234480008,15.169817024361864,29.561359588154215,Rainy,229.3022391758716
327,255,74,27,2731,9562,366,5099,16.19448801671251,2320.8810137851133,4,2.5511082919055497,14,22.378787805735485,18.103824295183177,83.75166584132975,25.203802876671737,16.491623933805005,Rainy,258.2831251121038
1223,80,330,23,3634,12377,144,3957,24.725343634303908,2962.396167963116,1,2.6202439941695324,19,27.58418640067886,12.111087527507156,58.85342373388464,5.11537142640316,27.409088896153044,Rainy,710.5171415999911
724,131,482,28,2430,7427,295,9031,7.468719155729229,1269.574738549931,7,5.370196958470266,22,31.893474062206813,18.453456501519277,98.08013384341712,24.09780177707916,27.600060626201653,Stormy,506.5571607527141
261,177,98,9,4773,8728,177,6253,12.836777488971114,1600.1338761883858,0,5.118252403400802,5,22.03069154299561,16.820738792584272,64.3816583508875,0.118524017828393,21.67909828948619,Stormy,205.3887281310831
1965,210,357,34,2591,8896,365,2395,17.77144062117909,2456.414266143152,1,3.2592791627144235,23,38.34051045461442,17.92570533062984,58.57551088919636,2.765652827127485,26.088975427811363,Stormy,1121.6656676141752
1954,265,382,11,3378,12148,269,2976,23.967764371609007,2922.321202346162,0,5.303746465142514,32,33.52634456883855,0.3272297148993508,75.9479323305789,10.970399229536412,16.398843186271925,Stormy,1139.7175519543862
418,6,492,15,2099,13399,192,2813,21.554900908745985,1610.9981339473695,9,2.686225225515936,2,16.86265657294032,1.5029166088017631,84.12295388767203,9.472246840530724,34.25323142361411,Pleasant,311.0278255177933
399,43,464,14,2339,10989,165,8326,18.73646195386212,2017.9177362180103,6,4.283729231685602,45,36.71842554361936,11.27952264074657,84.34368567294344,1.3314811955966457,29.611772133496075,Stormy,313.9109577580453
773,71,445,36,1114,5734,222,3062,16.162645430893576,2421.224641815149,5,4.756825463145816,42,23.63741188679017,7.625888617079141,59.50383787028346,21.510454972193,27.036822247131624,Stormy,504.743187558632
152,222,394,27,4409,6988,143,8343,19.53163011960928,1957.183371535152,9,4.673889942474508,46,28.25933844494209,17.596712056506693,87.90380041620116,2.7443576409914194,19.51633553406664,Rainy,223.07006055896724
1624,14,163,10,2664,10591,389,7975,7.233914372935144,1803.580098018267,8,2.732250672830581,13,25.50906729488953,0.6032880529657891,78.32392508721001,16.435246191307687,16.481872998139778,Pleasant,852.5587500596644
349,67,392,22,3407,14139,217,9931,6.297744918222447,2678.75445309327,6,3.462166441541539,10,35.10108896204044,5.137391769462781,94.63992212927988,25.09466835426356,19.48538459390219,Pleasant,273.18853992753566
1637,236,115,4,3196,9787,196,6049,11.485889090242512,2764.319811667485,7,2.719967698934676,14,29.0519515304988,1.7544118486467777,86.03334979063862,16.991438780436038,19.328671427085357,Stormy,918.7936452853436
1577,273,172,20,1364,12513,112,4310,22.11275314728305,2655.983939337815,5,3.725745312308693,12,15.120955454119022,1.9075943277443308,75.00097035759383,24.69632643840213,28.619227250267716,Rainy,914.5002535598808
529,211,96,11,3150,8620,238,6555,11.699421477419316,2635.562036392449,3,4.762827301151729,26,21.31985342333273,6.005480771047591,48.13157776524643,14.587137685686876,22.20120940983947,Pleasant,356.4381387044146
1703,75,75,8,2659,14058,232,9890,22.531472922275068,2403.271166636866,7,3.4228699677243037,6,36.61903631131628,7.56241286660196,56.14599695750367,25.64073189057928,17.018181602848685,Rainy,894.4352953784988
199,13,429,2,3577,12033,402,9706,10.293056228616445,1224.335194553703,6,4.471271828373113,46,30.1553380654431,19.27330251256176,90.6033048997287,7.662471063256694,29.816608913887585,Rainy,189.78775061201208
850,142,192,25,1199,11728,451,6120,19.476540876041305,1200.3272818715443,6,5.593311559232241,26,34.702768509951746,16.339459036920847,51.89259219464303,3.1519416685484103,15.377924835072584,Pleasant,512.9225155510566
1989,298,286,19,2111,11720,216,6684,19.66267528690324,1973.554758475624,3,4.450469059871308,46,38.56840296480051,15.103723955508038,57.34746597811231,22.68299576254116,24.389506570606198,Stormy,1148.810975183684
311,180,359,0,1964,13399,482,2574,19.978977384856456,2085.170397049954,3,3.8054772914724833,33,27.524100379607464,18.33686918115396,91.0089440567505,6.757574653939815,22.630945949014748,Pleasant,286.7552126911633
373,111,124,20,3481,7366,166,5897,20.407524061719563,1123.7877636547394,8,3.835916295624111,1,25.040358545793723,4.662284070326419,69.87445515227058,19.553575880910607,28.256564489443505,Rainy,248.23560163437705
862,234,99,43,1004,5126,418,5473,12.535305618399429,1423.8631680857045,8,4.939830726268227,32,34.960047354166235,1.8526026784569984,43.35290406686753,16.08292135410475,28.8683316204632,Clear skies,530.6889474172156
1957,85,349,13,2089,14774,469,2893,21.628336937927816,2655.918190804291,4,4.222598935949791,10,17.091946855820492,5.224424486959385,49.083807036998905,29.073456122637293,34.77498341422151,Stormy,1074.3532709605506
1998,193,149,28,2518,11502,142,5250,18.033875940815904,1605.4398226594035,3,5.583657075774719,27,27.513250790814027,11.174273295723914,68.17971159095343,20.781577715421843,20.440474513936596,Pleasant,1087.3588951930208
818,192,228,17,3557,12859,405,9251,15.434581527808644,1538.488328692501,2,4.069285498404313,24,10.029900116349529,3.0279484279276803,81.84306605801807,16.05335091428848,26.999376603057605,Stormy,519.7966184819462
1124,148,332,11,3425,6033,342,5185,10.300487750278176,2712.881825945815,1,4.8479431334089655,23,33.64733227579745,8.24549818317113,99.23214136664132,17.832877701487426,20.471622446832,Pleasant,675.1232156414569
1706,225,189,49,1956,8286,239,8398,12.692080974638516,1943.228881647335,4,3.792976418417454,9,31.05060894463989,9.980151525704734,65.2968189729522,20.22653935647393,15.247401001617506,Clear skies,961.1518724583505
1929,232,449,7,2145,11628,399,3356,21.158151848228997,1436.3443161115863,3,4.170973741669398,49,31.309131663594524,15.256431148578384,67.23186790712575,21.88929460226482,22.628001726526207,Stormy,1125.287550341591
1751,45,94,12,3057,12565,160,8413,12.554106087781287,1175.590645809033,7,5.655575862683847,39,38.660910031704816,5.934538211529075,51.91388163544937,6.239902547413285,23.725612043097463,Rainy,914.5328701889616
1437,110,128,17,2211,14483,225,9732,11.97466742549003,1642.5176638211487,1,4.851804994885711,9,18.315722593150465,16.21154303962245,65.30970000710461,13.928186151006376,21.17416749648767,Stormy,786.8407032013421
1283,277,95,29,3014,13593,473,9546,24.331886294072845,2398.1321266600107,8,4.247715582826478,1,15.705332757608511,5.634446987223923,60.39970377349157,17.040439122974423,31.2543249798882,Rainy,748.7037876776587
175,217,324,15,4123,11982,106,2835,21.021358260081215,2188.520952604344,9,3.752685503695844,10,34.7171933783499,9.246920423110735,75.22457227802683,9.961743542724603,17.9158962862938,Stormy,221.72348964763992
135,172,66,23,3934,7963,186,6052,24.54337357231555,2785.728232882176,0,2.903839665756146,41,39.30786045074335,9.37451472866939,58.39567795533093,8.644202644419622,28.49773296039181,Pleasant,140.98488235228132
1272,264,483,38,3661,8917,441,6607,14.987695630506062,2996.986761307312,5,3.051456326365598,7,34.37041349100765,7.135477183323138,81.94806855048162,27.604622487797943,27.1236947187164,Clear skies,813.9403144384753
593,81,173,48,1105,14058,385,7506,6.764612307877167,1160.617824611321,2,5.424455751175259,43,35.18886815920737,1.936310362810552,44.866685291270414,18.81318740820193,25.38283771248523,Rainy,359.5125646804608
1233,287,438,14,4833,9385,255,4000,19.46810913085358,1917.6960842925548,9,2.5318689088244923,33,16.683076765705962,0.6372588853931282,98.11812752237888,2.8611322163052924,20.482882241339155,Clear skies,791.4401287390109
535,270,173,16,2851,13561,425,6144,24.90793860103382,2656.2310928399,5,5.927989776154896,41,13.788202793351324,7.617000599459165,62.44692698578005,24.578497867248128,23.156602101903093,Stormy,388.95468957566703
1600,173,314,33,1106,6188,457,4938,10.512313220200646,2930.122885351785,9,2.773849075277415,36,26.79947348615929,17.01246077652314,80.51941083778527,23.941810525914452,26.432635906298827,Stormy,921.8152353372556
943,227,268,15,2769,14507,283,6325,5.234510582167358,2639.382308765465,1,3.0236006120646755,47,30.11493040168371,1.1697211615346448,86.04112560412912,26.38883563809787,20.242157069262987,Rainy,593.4449543680995
1066,271,174,0,1833,8152,250,6801,22.21419187260759,1099.3371538137253,8,5.209746991941728,38,24.85846486954893,6.651539523841857,99.4554609861541,3.635283257803592,15.437624701468886,Clear skies,649.6049510201942
1325,267,89,12,3408,5199,353,9798,16.766823028975992,2184.233637612978,8,5.199854058796614,31,13.471135822742252,13.382137133850229,55.74706667457826,16.236992093421094,32.70268408865768,Pleasant,770.2349804427091
560,193,163,45,4123,5720,224,9592,9.064059757871805,1054.493205899836,3,3.473762695386898,43,12.0582400573699,2.610264385380674,89.22647256664206,12.145661046850186,26.01956733429281,Rainy,371.1747349812938
1562,253,72,43,4295,13541,163,9949,23.255854058718462,1416.073628561324,4,2.9395207915318022,21,17.803953914511006,6.037663810913294,76.99272556362854,28.62904084034921,30.73159526059182,Pleasant,880.5568050082721
781,211,73,36,1376,14929,223,5036,14.28978118871929,1031.160728081845,2,3.4232822598896653,8,37.5463074765231,9.770992121263289,96.50194187669206,17.062740744582126,18.799554192377396,Pleasant,469.93368783553706
1927,138,235,42,3523,8844,390,2807,10.816546239195455,1279.1251223861125,4,3.7293129248800696,49,15.173457219210883,9.169586697260389,50.04323760416607,22.0857516025847,22.338551368404275,Stormy,1056.6750205203566
1550,224,195,6,2057,14919,281,6512,9.951668296394264,1851.2705707340265,6,2.513723301337128,22,27.831048919942354,10.689430158496949,70.92995149248128,29.79027477324041,34.346897309617646,Pleasant,890.4751092176346
1651,191,377,3,2835,11230,241,8258,11.21855445908177,1632.079405235849,9,3.751750115452877,32,30.2505992307254,19.475763110549007,54.9729221673046,21.69017830885607,27.664642599140265,Stormy,960.824376781605
790,1,394,48,2544,9067,411,2317,23.44507707944304,1213.7855134941965,8,4.326857659021771,47,20.55832066784322,6.293708381538725,80.58380217175929,8.348018265242278,18.75092647199179,Clear skies,478.7185009424
1668,136,448,43,3047,7421,165,5645,13.65856070671069,2291.355726906094,2,2.517690370370916,43,12.955332124124812,3.843586319776125,83.86532537028643,10.452875683829664,24.06872704357898,Stormy,971.4740957563416
794,24,176,48,1625,8410,481,5337,22.056662938220278,2035.672011303673,0,4.06738149430867,32,20.531711113769692,18.3081646414152,62.23208691464886,28.87613859849899,21.763442641872,Pleasant,446.52246489132176
409,297,332,13,2352,8575,395,4615,9.411868110865695,2184.3921119380325,3,3.12385156697134,42,24.15649374622462,7.378321302626329,51.83674594494315,1.3047812397459546,16.960719820754676,Stormy,369.4211432089732
344,183,277,21,1500,9597,424,4244,7.694693173805545,2772.293634572612,4,4.697417968621695,31,37.1362664841806,17.369345930961988,96.91890069096831,9.722476397873448,22.34765543140413,Clear skies,290.07007768987245
1308,156,253,21,4271,9541,248,5446,17.118178211980677,2155.9296882660446,0,4.559164353924581,49,26.974887292284244,14.255408248311362,70.56546069592108,17.269560539831488,28.735248075819374,Stormy,760.2933342198095
527,253,214,25,4249,12346,121,8065,7.445778086458395,2355.0957860647595,4,4.332106686205389,49,38.1004777654456,9.342654134571632,61.470631268393184,18.54939269743756,22.336464681080702,Stormy,388.80325365924784
1310,122,421,8,3038,5614,261,4295,22.61306877698195,2647.6682548094504,5,5.471298964084024,13,34.62005761545108,3.332531352045376,66.02416700858724,27.559098497242665,34.27372900531553,Pleasant,783.2245842216882
814,212,406,19,2197,7228,210,9729,14.73323356034035,2929.5032736228795,7,3.0782319679791423,42,36.53680380623293,15.200141760576988,82.95031191027286,27.87779079716354,28.0820064336507,Pleasant,557.701116201446
1100,170,457,31,4677,8424,309,3507,17.87899045377973,2631.2042143345107,8,5.973325999119981,43,28.217588240106817,6.098594483123776,90.35135704470652,22.09228681993033,31.11868050479346,Rainy,697.7416455826575
1982,90,267,22,3509,14352,155,5094,19.642145357295007,1361.694814968858,4,3.3214133545153794,4,27.2456442752338,11.018443573077723,89.40264999036077,10.07828675376978,17.848685380873533,Clear skies,1079.4937914759073
1387,41,395,23,2003,5639,340,6948,16.68590863637713,2877.1404593983525,8,3.673568643508797,36,18.18934864367408,1.4394078350266448,67.98504746592263,19.199417596305278,27.200673114649955,Rainy,788.5415476992191
175,238,157,22,4800,12606,191,6924,10.676618098728458,2158.3748489592053,2,4.442713548659203,40,13.859967675589951,12.482712704038148,49.57145753631669,3.0445009764029294,22.29898282493388,Pleasant,195.5804867977767
953,65,208,31,3407,14976,499,2854,13.02313768522001,2998.3391928212486,5,4.61780187614233,10,29.28344722030437,14.196144423005672,84.39830753978629,11.512882387249364,18.587728317376506,Clear skies,547.3871677416611
790,10,344,14,3392,14871,186,6003,12.90850086735269,1389.198382380265,6,3.513395492850167,28,30.271232314474556,5.661409999838587,56.88505396692089,25.063329575151105,30.626202102609764,Clear skies,472.806078164556
450,78,193,1,2488,8827,171,4384,10.52537088914356,1514.479636392253,7,4.321987942031525,17,34.51230577452723,4.932718217079739,94.65188616287092,26.309942936444944,19.63132312526472,Rainy,289.9872049705737
412,182,327,17,4538,6505,224,2781,21.803054912903555,2724.561453341401,6,2.790944838902256,40,30.893542896732324,17.396551871322977,82.74492271841001,16.086851062204076,26.13098402232492,Stormy,326.32267019118274
1831,19,123,39,1453,14608,174,9641,21.5209868671806,1648.8465709976197,9,3.63123329317453,44,12.593610918591256,11.049482558764964,72.42336031784201,18.04527250682983,29.445904828186933,Pleasant,946.1491814523172
334,97,477,33,3119,12450,255,2898,21.10848419442174,1279.7347748062066,6,2.954456296912773,17,11.62246080207802,0.3558378694227571,75.90283612062353,1.145372982425199,29.934944894942557,Stormy,292.75732740049267
1819,48,350,4,4299,6569,375,4228,18.909629347403666,1163.3781368689622,1,4.496341452549705,26,17.460295211776916,2.258097659569256,85.39211542045348,11.809481758618476,17.744781535977275,Clear skies,1001.7592811422325
511,18,477,28,2832,7510,496,9640,7.251608545719133,1065.7761419399312,7,2.500286234718704,21,22.32054455495245,12.918467334677343,50.63387153516704,1.1753277327111933,26.11821493726593,Rainy,366.13439716366463
1981,294,393,23,2652,5282,154,9110,24.196012794232725,1111.896965179029,4,5.508941985813181,47,18.10651972567938,17.40404554237441,58.98362095072717,26.24995783267834,34.943780306799894,Pleasant,1158.8228088111484
541,181,457,34,1272,10475,279,5451,21.197253461897205,2047.264437701444,6,2.9970953183641416,35,16.74152705207551,0.3019446031596007,76.43555135925178,12.797177922243389,25.284209442952147,Pleasant,422.0625406620971
1293,240,463,18,2138,7805,202,9120,6.952323477669391,2758.3996059691344,2,5.833769604670267,47,13.16746524761559,15.15864033926361,64.37357438405031,26.748032315875783,29.105947211889134,Stormy,817.3392205924997
260,250,195,4,2893,5084,212,8182,5.743997138347739,2206.875428413576,3,4.3168925118347286,7,20.952633931957017,10.639667090302591,87.51581631375052,6.732532881257348,21.42919383171048,Rainy,249.695737392496
1764,44,398,19,2892,10696,313,7457,5.299938564581479,2739.220991851167,5,3.078819926590099,3,38.69618066533854,13.807196174854116,91.74378778014886,13.655002893849236,18.67361207085836,Pleasant,979.5432327647616
1955,82,146,40,1433,5585,287,7774,20.50890368645897,1362.4177861630906,4,5.740971598423119,6,36.416660280842194,3.7652395019586304,52.49917641851635,16.79882937780396,15.250302274636446,Rainy,1039.464895071908
1696,182,102,36,2144,8128,332,9310,14.813649714581585,2334.6722456055604,7,2.642158839940875,49,30.80557045657149,5.641130990677792,90.93840113258082,6.152642556998337,16.23516173535158,Rainy,927.4688030732244
1121,292,475,30,2763,13716,232,3324,8.844620641369456,1107.62624126753,2,5.633578927544828,14,31.18659504863866,2.867779647254367,80.79021586261281,19.514790514409214,24.96511404031997,Stormy,752.3233218111671
108,204,172,34,3352,10390,427,8301,24.40364174840185,1386.1418845278922,2,5.046133459120249,4,37.51657396021346,17.10310035784144,66.62997577180803,0.6022493444761934,18.35291762143,Rainy,154.57127034033374
737,122,428,36,1338,8212,492,4712,23.940824155886684,2379.098901934605,7,2.7213980481022304,33,36.383337557935775,4.450275752838699,87.41132988467551,26.6608560826212,27.937899584719897,Pleasant,491.1089827762718
1806,29,497,40,1493,7460,419,6596,8.865626731125518,2702.325995050046,9,5.4365307955677125,4,24.6978676669168,11.74383349603881,46.4284229778191,5.504468980750641,26.09414123835297,Stormy,1018.9402169737632
650,81,401,42,1448,11047,371,4003,10.562967092258932,1850.0257472175304,6,5.494044156863231,7,10.486266782509205,6.157538580611792,43.83246198618259,4.504768087866227,22.154921498993986,Pleasant,437.0218458299384
387,17,63,1,4775,5435,371,6343,24.97142346900578,1749.435972958186,3,5.37796653170663,38,36.129128561946345,6.633238585490768,49.75719058830616,4.610936629431036,21.50120984711271,Pleasant,216.65839137643164
259,205,374,5,2867,5143,295,3685,20.878148163790577,1176.164133577968,4,5.797181114932783,45,17.55967097737362,13.447453042966195,60.35528763398155,18.09779918762447,30.24652128029276,Pleasant,268.9072927698331
805,163,93,31,3897,5817,141,9270,23.37863267732572,2567.502741780193,0,3.78163118839557,12,11.0441361727914,8.415920514171493,44.37628960538805,2.9000622928847406,34.081693764056794,Pleasant,475.2515673065742
1467,150,84,12,3707,6045,499,5717,13.94649347276722,2152.2793156854827,0,5.61149044007618,19,19.685393844244537,10.091068913766698,50.12080984744239,19.67953471343202,23.954481084275564,Pleasant,796.4428669809828
273,89,237,28,2231,7061,203,9964,21.49065533617549,2463.5630134101234,3,4.22985658192321,21,28.51803894746148,14.17820967782141,47.59553776987684,17.93584340909413,30.36739748916828,Rainy,218.5367402910312
112,276,86,45,1814,9739,263,2050,9.9052594282914,1548.823501330961,2,3.4509878898197552,32,32.97700758762671,8.032836708524274,87.50478542077353,4.091766524809665,15.136734727650936,Rainy,159.89336603144403
994,55,449,35,4635,11784,387,7244,13.81203047721468,2511.065349463654,5,3.1399485252928283,12,19.500406930161983,4.624263845603281,57.929604955018895,21.32655052872084,16.4821623133688,Rainy,610.0502814111458
1707,248,328,28,4973,9410,136,9710,21.597143778958262,2514.425155900079,1,3.05619143355917,7,29.71444496880013,14.87200281839751,82.12173842895699,0.1400734158167105,21.13308733736948,Clear skies,995.8587555832572
1920,209,406,18,1444,5051,156,2069,16.32971882857002,1471.7917623618866,2,3.4625801056842587,37,33.29336056905337,4.206878024124629,65.45653191336257,27.20187930980392,31.77943273447777,Clear skies,1111.9338266619948
804,133,241,48,1916,13793,103,2610,12.636059107168368,2299.850976500241,6,4.831157187982676,6,19.54056619795828,17.89836900022548,55.11638704676514,25.447609018429464,18.102867416038197,Clear skies,496.7525555186559
1896,212,108,7,2325,13482,389,7580,5.134007375418954,1826.88232139144,1,4.338293298930853,32,31.56604608845923,2.8080193700410594,98.32667600851804,25.877736214226,23.20058578134898,Rainy,1040.3122472544903
435,126,133,48,4085,13829,181,6906,19.457126497106323,1555.5193635466285,7,4.406016483795397,34,12.25111122460518,14.999765017637136,95.84753480695495,27.75682318638369,22.600860670444263,Rainy,288.8035568920928
1120,143,468,17,3404,11877,403,5942,23.740222515826787,1532.5404099578925,4,3.417796617703792,8,14.946243407981036,0.568882883430486,67.82907829929383,9.799131422664091,28.604029072750727,Stormy,701.9871199309649
1705,70,408,27,1790,8271,217,4194,18.822552572979323,2255.089945738733,3,3.633378574024613,32,15.447438436185752,17.76324394723423,41.13736918731523,27.7062415826792,33.73677954936147,Pleasant,956.9995615305868
884,225,424,44,4486,8555,172,3536,7.859670244961823,1317.016088719667,5,5.819592359313469,9,21.78313154279331,1.9727975610653223,71.36645462779845,29.16985358595604,34.62111279126318,Pleasant,601.5857694609588
1579,111,212,0,1600,8486,102,2948,24.46382904406275,2662.4760751355207,0,3.505137805585622,19,14.607846275477677,10.274818705895456,54.35965781856709,25.056237578575896,16.526147599199987,Pleasant,868.9295489613369
1848,264,148,5,3136,8712,422,9014,16.03583075820349,2076.443217184995,6,3.69560488144476,18,13.122981304365233,19.536918496136515,64.5137158830081,10.098313350162858,28.332679168238315,Pleasant,1042.2834415882537
336,59,341,16,2356,6741,252,5325,7.040167238692023,2289.306148305528,1,4.034229373245414,16,31.812462551400056,19.93874789674529,70.66635955488107,6.887350036789251,30.47576816088683,Clear skies,260.71362219576616
1647,9,80,8,1002,5542,437,5523,12.858293024477517,1087.6253813030685,7,3.406746751717864,18,39.10654874410517,18.039882400349,44.40853844821211,3.5716640925610954,17.30634127402398,Pleasant,842.4719544303182
991,125,299,6,1270,14946,417,4453,10.57244643223784,1615.3276856479015,0,3.260668147637217,25,38.29168826857318,4.53624850048854,70.051845584299,0.2221638387968982,15.064113105662926,Clear skies,602.380178090904
1284,145,154,41,3845,13643,407,2138,11.093288157503904,1678.1312931189204,1,3.3793321551369324,20,33.130496230275654,19.780618813813465,55.19989342863396,0.2096129337827923,22.15565123774456,Stormy,718.8501339526474
1999,99,457,12,2583,13962,305,9251,19.45399643575284,1914.0855377173923,3,3.22499813518655,47,19.73860334605735,19.84886895577142,49.71320660708085,19.37732033206077,24.375122230811613,Rainy,1121.8260641957224
1882,206,447,35,1618,11467,336,2989,10.844287772590516,2236.193327185215,1,4.473404054101181,25,23.38708464264689,12.490704921275135,82.01036794918076,20.056875950356726,24.83758060301786,Stormy,1098.790988078791
1122,175,117,38,4268,13126,123,7950,15.345436094576977,2280.2355174378627,7,4.18855961611491,1,22.31896617255983,16.38995869742785,43.10510505467772,0.5654255943728748,19.63310570923808,Pleasant,637.4753672639838
295,55,486,24,1570,8746,197,9359,22.31980347966906,2774.0029785811603,9,3.005703806100392,22,28.40192150288265,7.539924588949041,75.00999458695091,24.55664216409472,25.4956980338194,Stormy,269.1633286804405
1794,99,330,27,2139,12338,273,9825,10.2745967552546,2669.605855409599,4,5.851431411182968,40,38.924448746862666,11.947625116777107,86.94217746712523,17.832352992686793,33.43337343403391,Pleasant,1001.384961787798
1709,153,55,18,1705,6117,155,6009,24.54057596440087,2612.390950410428,2,3.971947737547266,11,25.693582373489143,13.448589799887849,48.772775925537246,25.09676721286218,16.948330769674563,Rainy,913.4504562838272
1973,15,332,24,1562,6395,173,2316,13.061304775056003,1815.395106951316,2,5.421405063246789,37,35.36821785824405,3.0660785731366302,77.46513035056475,1.946428821024998,20.421582036908752,Stormy,1065.208627023295
332,255,402,26,4331,14865,443,9802,6.078171314433575,2615.7147541094314,3,5.0190447893742585,38,24.65372276916714,4.83586095387563,55.74630244670011,14.092535307256137,16.517102297975125,Stormy,330.104557799569
226,37,181,36,2921,6522,491,5461,17.281178261551712,1104.0674739678009,4,4.978383698673836,23,19.246064949325564,8.041488644726481,61.01754337891663,7.685974736354494,34.371636580710124,Rainy,161.6456219499687
